Gender,Age_range,Status,Top3_smartphone_activities,Frequent_apps,Daily_usage_duration,Smartphone_importance,Current_brand,Key_factor_online_purchase,Brand_satisfaction,Purchase_problem,Monthly_income,Occupation
LGBTQ+,18-25,Married,"Watch movies/listen to music, Social media","Instagram, Facebook, Facebook Messenger, TikTok, LINE",5-6 hours,Not necessary,Realme,Battery,2,No problems,20001-30000,Retired
Male,26-32,Working,"Communication, Take photos, Social media","Instagram, Facebook, TikTok",5-6 hours,Not important,Redmi,Product features,5,Outdated system,Less than 15000,Logistics staff
LGBTQ+,46-55,Working,"Take photos, Listen to music, Social media","Instagram, Facebook, Facebook Messenger, TikTok, LINE",1-3 hours,Essential,Huawei,Brand,5,Concerns about payment security,20001-30000,Online seller
Male,26-32,Working,"Communication, Take photos, Social media","Instagram, Facebook, TikTok",5-6 hours,Not important,Redmi,Product features,5,Outdated system,Less than 15000,Logistics staff
Female,26-35,Married,"Email, , Finance","Instagram, YouTube, Spotify, TikTok",0-1 hours,Not necessary,Other,Sensor quality,1,Concerns about warranty,Less than 15000,Employee
Female,36-45,Single,"Read news, Check stocks, Finance",Gmail,1-3 hours,Not important,Samsung,Simplicity,4,Dead pixels on screen,Less than 15000,Employee
Female,18-25,Student,"Play games, Take photos/videos, Cloud apps","Instagram, Facebook, YouTube, Facebook Messenger, Spotify",0-1 hours,Not necessary,Huawei,Camera,2,Payment security concerns,Less than 15000,Online seller
LGBTQ+,36-45,Married,"Watch movies/listen to music, Take photos/videos, Social media","Instagram, YouTube, Facebook Messenger, TikTok",>5 hours,Highly essential,Other,Performance,3,Concerns about warranty,Less than 15000,Online seller
Male,46-55,Student,"Watch movies/listen to music, Social media","Instagram, YouTube, TikTok",>5 hours,Highly essential,Infinix,Features,2,Concerns about safety,Less than 15000,Freelancer
LGBTQ+,18-25,Student,"Watch movies/listen to music, Take photos/videos",Shopee,3-5 hours,Somewhat important,Redmi,Price,1,Product is too expensive,Less than 15000,Private company employee
Male,56+,Working,"Take photos/videos, Communication/meetings, Social media","Instagram, Facebook, YouTube, Facebook Messenger, Spotify, TikTok",5-6 hours,Essential,Xiaomi,Durability,3,Payment issues,15001-20000,Factory worker
Female,36-45,Student,"/, Email, Finance",Instagram,5-6 hours,Highly essential,Redmi,Ecosystem,1,Cannot try product before buying,Less than 15000,Artist
LGBTQ+,26-35,Single,"Online meetings, Schedule management, Email","Instagram, Facebook, YouTube, TikTok",1-3 hours,Essential,Apple,Value for money,4,Concerns about payment security,Less than 15000,Delivery staff
Male,46-55,Student,"Take photos/videos, Watch movies/Listen to music, Online shopping","Facebook, YouTube",1-3 hours,Not important,Infinix,Brand,5,Complex payment process,Less than 15000,Freelancer
Female,33-40,Married,"Watch movies, Listen to music, Take photos",Shopee,5-6 hours,Not necessary,Redmi,Value for money,1,Concerns about payment security,Less than 15000,Manager
Male,26-32,Single,"Take photos/videos, Watch movies/Listen to music, Online shopping","Instagram, Facebook, YouTube, Facebook Messenger, Spotify, TikTok, Telegram",0-1 hours,Highly essential,Xiaomi,Ecosystem,1,Difficult to compare prices,Less than 15000,Private company employee
Male,60+,Married,"Communication/meetings, Social media","Instagram, Facebook, YouTube, Facebook Messenger, Spotify, TikTok, Telegram",1-3 hours,Not important,Realme 7 5G,Durability,3,Concerns about warranty,Less than 15000,Civil servant
Female,18-25,Single,"Watch movies/listen to music, Play games, Social media",Facebook,3-5 hours,Highly essential,Samsung,Product reviews,4,Warranty or service concerns,Less than 15000,Student
LGBTQ+,18-25,Student,"Watch movies, Listen to music, Take photos",Gmail,>5 hours,Not important,Infinix,Reliability,1,Concerns about safety,Less than 15000,Employee
Female,36-45,Student,Play games,"Instagram, YouTube, Spotify, Telegram",0-1 hours,Not necessary,Realme,Product reviews,3,Delivery delays,Less than 15000,Investor
LGBTQ+,56+,Single,"Email, , Finance","YouTube, TikTok",0-1 hours,Somewhat important,Infinix,Product features,2,Issues with delivery,Less than 15000,Manager
Female,26-32,Student,"Chat with family, Read e-books, Listen to radio","Instagram, Facebook, Facebook Messenger, Spotify, TikTok",5-6 hours,Not important,Oppo,Battery,3,Issues with delivery,Less than 15000,Retired
Female,26-32,Single,"Watch movies/listen to music, Play games, Take photos","Instagram, YouTube, TikTok",1-3 hours,Somewhat important,Calculator,Value for money,1,Warranty or service concerns,15001-20000,Logistics staff
Female,26-32,Single,"Play games, Take photos/videos, Social media",TikTok,>5 hours,Not important,Other,Ecosystem,2,Warranty or service concerns,Less than 15000,Employee
Male,46-55,Student,"Watch movies/listen to music, Social media","Instagram, YouTube, TikTok",>5 hours,Highly essential,Infinix,Features,2,Concerns about safety,Less than 15000,Freelancer
LGBTQ+,33-40,Married,"Online shopping, Track delivery, Customer chat",Telegram,5-6 hours,Essential,Huawei,Value for money,2,Product quality doesn't match ads,Less than 15000,Student
Female,60+,Student,"Cloud apps, Communication/meetings, Social media","YouTube, TikTok",5-6 hours,Somewhat important,Apple,Brand,2,Cannot try product before buying,Less than 15000,Factory worker
Female,26-35,Working,"Watch movies/listen to music, Play games","Instagram, Facebook, Facebook Messenger, Spotify, TikTok",>5 hours,Highly essential,Apple,Reliability,1,Unable to inspect product,20001-30000,Civil servant
Male,26-32,Working,"Communication, Take photos, Social media","Instagram, Facebook, TikTok",5-6 hours,Not important,Redmi,Product features,5,Outdated system,Less than 15000,Logistics staff
LGBTQ+,33-40,Working,"Communication/meetings, Social media",Facebook Messenger,5-6 hours,Essential,Realme,Sensor quality,2,Product quality doesn't match ads,Less than 15000,Private company employee
Female,18-25,Working,"GPS navigation, Check car condition, Listen to podcasts","Instagram, YouTube, Spotify, Telegram",5-6 hours,Highly essential,Other,Product features,1,System crashes frequently,Less than 15000,Online seller
Male,18-25,Single,"Watch movies/listen to music, Communication/meetings, Social media","Instagram, Facebook, YouTube, Facebook Messenger, Spotify, TikTok, Telegram",1-3 hours,Highly essential,Calculator,Product features,5,Concerns about payment security,15001-20000,Student
LGBTQ+,56+,Working,"Play games, Streaming, Social media","Instagram, Facebook, TikTok",1-3 hours,Highly essential,Apple,Ecosystem,4,Payment security concerns,Less than 15000,Retired
Female,26-35,Working,"Watch movies/listen to music, Social media",WhatsApp,0-1 hours,Somewhat important,Apple,Performance,3,Concerns about payment security,15001-20000,Student
LGBTQ+,26-32,Married,"Social media, Take photos/videos, Watch movies/Listen to music","Instagram, Facebook, YouTube, Facebook Messenger, Spotify, WhatsApp, TikTok, Telegram",0-1 hours,Somewhat important,Realme,Sensor quality,1,Delivery delays,Less than 15000,Content creator
Male,26-32,Single,"/, Email, Finance","Instagram, YouTube, Spotify, TikTok",1-3 hours,Not important,Huawei,Value for money,5,Blurry camera,Less than 15000,Freelancer
Male,26-32,Single,"Watch movies/listen to music, Play games, Social media",Instagram,1-3 hours,Highly essential,Huawei,Brand,3,Cannot try product before buying,Less than 15000,Housewife
LGBTQ+,26-35,Single,"Watch movies/listen to music, Play games, Take photos/videos","Instagram, YouTube, Facebook Messenger, TikTok",5-6 hours,Not important,Realme 7 5G,Camera,5,After-sales service issues,Less than 15000,Employee
Male,56+,Single,"Read news, Check stocks, Finance","Instagram, Facebook, Facebook Messenger, TikTok, Telegram",1-3 hours,Not necessary,Realme,Design,4,Concerns about payment security,Less than 15000,Housewife
LGBTQ+,33-40,Single,"Online shopping, Track delivery, Customer chat","Instagram, Facebook, YouTube, Facebook Messenger, Spotify",0-1 hours,Not necessary,Redmi,Battery,4,Dead pixels on screen,Less than 15000,Delivery staff
LGBTQ+,36-45,Student,"Watch movies/listen to music, Play games, Take photos/videos","Instagram, Facebook, YouTube, Facebook Messenger, TikTok, Telegram",5-6 hours,Not necessary,Redmi,Reliability,2,Product quality doesn't match ads,Less than 15000,Office worker
LGBTQ+,18-25,Student,"Watch movies/listen to music, Take photos/videos",Shopee,3-5 hours,Somewhat important,Redmi,Price,1,Product is too expensive,Less than 15000,Private company employee
LGBTQ+,60+,Working,"Watch movies, Play games, Take photos","Instagram, Facebook, YouTube, Facebook Messenger, Spotify, TikTok, Telegram",0-1 hours,Highly essential,Other,Brand,3,Concerns about after-sales service,Less than 15000,Student
Male,56+,Married,"Communication, Take photos, Social media","Instagram, Facebook, YouTube, Facebook Messenger, TikTok, Line",>5 hours,Not important,Xiaomi,Simplicity,3,Issues with delivery,15001-20000,Content creator
LGBTQ+,60+,Married,"Email, , Finance",Instagram,>5 hours,Not necessary,Other,Battery,1,Product quality doesn't match ads,Less than 15000,Housewife
Male,36-45,Working,"Social media, Take photos/videos, Watch movies/Listen to music","Facebook, YouTube",0-1 hours,Not necessary,Other,Camera,5,Payment issues,Less than 15000,Factory worker
Female,36-45,Student,"Take photos/videos, Communication/meetings, Social media","Instagram, Facebook, YouTube, Facebook Messenger, Spotify",0-1 hours,Not important,Oppo,Brand,5,No problems,Less than 15000,Freelancer
Female,60+,Student,"Watch movies/listen to music, Take photos/videos, Social media","Instagram, YouTube, Facebook Messenger, TikTok",1-3 hours,Not necessary,Vivo,Stability,1,Complex payment process,Less than 15000,Artist
Female,60+,Working,"Play games, Watch movies, Take photos","Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, WhatsApp, TikTok",5-6 hours,Essential,Xiaomi,Simplicity,3,Limited warranty coverage,15001-20000,Manager
Female,56+,Single,"Watch movies/listen to music, Communication/meetings, Social media",Shopee,1-3 hours,Highly essential,Infinix,Ecosystem,5,Product is too expensive,Less than 15000,Delivery staff
Male,18-25,Single,"Watch movies/listen to music, Communication/meetings, Social media","Instagram, Facebook, YouTube, Facebook Messenger, Spotify, TikTok, Telegram",1-3 hours,Highly essential,Calculator,Product features,5,Concerns about payment security,15001-20000,Student
Male,56+,Student,"Streaming, Take photos/videos, Edit video","Instagram, YouTube, Spotify, TikTok",>5 hours,Somewhat important,Vivo,Price,1,Product quality doesn't match ads,15001-20000,Logistics staff
Female,60+,Working,"Cloud apps, Communication/meetings, Social media","Instagram, Facebook, Facebook Messenger, TikTok, LINE",1-3 hours,Essential,Xiaomi,Simplicity,4,Uncertainty about warranty,15001-20000,Online seller
Male,18-25,Single,"Watch movies/listen to music, Communication/meetings, Social media","Instagram, Facebook, YouTube, Facebook Messenger, Spotify, TikTok, Telegram",1-3 hours,Highly essential,Calculator,Product features,5,Concerns about payment security,15001-20000,Student
LGBTQ+,36-45,Working,"Take photos/videos, Watch movies/Listen to music, Online shopping","Instagram, Facebook, YouTube, Facebook Messenger, TikTok, Telegram",5-6 hours,Not necessary,Vivo,Features,1,Payment issues,20001-30000,Factory worker
LGBTQ+,18-25,Married,"Take photos, Listen to music, Social media","Instagram, Facebook, Facebook Messenger, TikTok",3-5 hours,Not necessary,Oppo,Durability,2,Difficult return process,15001-20000,Office worker
Female,60+,Single,"Take photos/videos, Watch movies/Listen to music, Online shopping","Instagram, Facebook, YouTube, Facebook Messenger, TikTok, Line, X",1-3 hours,Essential,Other,Design,1,Delivery delays,Less than 15000,Investor
Female,56+,Married,"Play games, Watch movies, Take photos","Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, TikTok",3-5 hours,Essential,Huawei,Camera,2,Concerns about safety,20001-30000,Investor
Female,60+,Single,"Cloud apps, Communication/meetings, Social media","YouTube, Facebook Messenger, Discord, Wise",1-3 hours,Somewhat important,Samsung,Product reviews,1,Uncertainty about after-sales service,Less than 15000,Retired
Male,33-40,Single,"Watch movies, Play games, Take photos","Instagram, Facebook, YouTube, Facebook Messenger, TikTok",1-3 hours,Not necessary,Vivo,Sensor quality,4,System crashes frequently,20001-30000,Manager
LGBTQ+,18-25,Student,"Track delivery, Customer chat, Email",WhatsApp,5-6 hours,Not important,Apple,Value for money,1,After-sales service issues,Less than 15000,Civil servant
Male,60+,Married,"Communication/meetings, Social media","Instagram, Facebook, YouTube, Facebook Messenger, Spotify, TikTok, Telegram",1-3 hours,Not important,Realme 7 5G,Durability,3,Concerns about warranty,Less than 15000,Civil servant
Female,56+,Married,"Watch movies/listen to music, Play games","Facebook, YouTube, Facebook Messenger, Spotify",1-3 hours,Highly essential,Oppo,Camera,3,Uncertainty about after-sales service,30001-50000,Office worker
Female,36-45,Student,"/, Email, Finance",Instagram,5-6 hours,Highly essential,Redmi,Ecosystem,1,Cannot try product before buying,Less than 15000,Artist
Female,18-25,Single,"Communication/meetings, Social media","Instagram, Facebook, YouTube, Facebook Messenger, TikTok",0-1 hours,Highly essential,Apple,Stability,4,Unable to inspect product,Less than 15000,Manager
LGBTQ+,26-32,Working,"Online meetings, Schedule management, Email","Instagram, Facebook, YouTube, Facebook Messenger, Spotify",1-3 hours,Highly essential,Other,Battery,5,Product quality doesn't match ads,15001-20000,Logistics staff
Female,56+,Working,"TikTok, Livestream, Search information","Instagram, Facebook, Facebook Messenger, Spotify, TikTok",1-3 hours,Not important,Samsung,Design,3,Payment issues,Less than 15000,Investor
Female,33-40,Working,"Read news, Check stocks, Finance","Instagram, YouTube, Facebook Messenger, Spotify, TikTok",3-5 hours,Not important,Redmi,Battery,2,Device overheats,Less than 15000,Retired
Male,26-32,Single,"Communication/meetings, Social media","Facebook, YouTube, Facebook Messenger, TikTok",1-3 hours,Highly essential,Xiaomi,Simplicity,4,Uncertainty about warranty,Less than 15000,Online seller
Female,60+,Working,"Social media, Take photos/videos, Watch movies/Listen to music","Instagram, Spotify, TikTok",>5 hours,Not important,Realme 7 5G,Performance,1,Difficult to compare prices,Less than 15000,Content creator
Male,46-55,Student,"/, Email, Finance",SET,1-3 hours,Not important,Samsung,Product reviews,1,Difficult to compare prices,Less than 15000,Business owner
Female,36-45,Student,"/, Email, Finance",Instagram,5-6 hours,Highly essential,Redmi,Ecosystem,1,Cannot try product before buying,Less than 15000,Artist
Male,26-32,Working,"Communication, Take photos, Social media","Instagram, Facebook, TikTok",5-6 hours,Not important,Redmi,Product features,5,Outdated system,Less than 15000,Logistics staff
