@RELATION smartphone

@ATTRIBUTE Gender {Female, LGBTQ+, Male}
@ATTRIBUTE Age_range {18-25, 26-32, 26-35, 33-40, 36-45, 46-55, 56+, 60+}
@ATTRIBUTE Status {Married, Single, Student, Working}
@ATTRIBUTE Top3_smartphone_activities {'/, Email, Finance', 'Art photography, Video editing, Upload stories', 'Chat with family, Read e-books, Listen to radio', 'Cloud apps, Communication/meetings, Social media', 'Communication, Take photos, Social media', 'Communication/meetings, Social media', 'Email, , Finance', 'GPS navigation, Check car condition, Listen to podcasts', 'Online meetings, Schedule management, Email', 'Online shopping, Social media, Finance', 'Online shopping, Track delivery, Customer chat', 'Play esports, Stream games, Community chat', 'Play games', 'Play games, Streaming, Social media', 'Play games, Streaming, Take photos/videos', 'Play games, Take photos, Watch movies', 'Play games, Take photos/videos', 'Play games, Take photos/videos, Cloud apps', 'Play games, Take photos/videos, Social media', 'Play games, Watch movies, Take photos', 'Product photography, Edit reviews, Online marketplace', 'Read news, Check stocks, Finance', 'Social media, Take photos/videos, Watch movies/Listen to music', 'Streaming, Take photos/videos, Edit video', 'Take photos, Listen to music, Social media', 'Take photos/videos, Communication/meetings, Social media', 'Take photos/videos, Watch movies/Listen to music, Online shopping', 'TikTok, Livestream, Search information', 'Track delivery, Customer chat, Email', 'Watch movies, Listen to music, Take photos', 'Watch movies, Play games, Take photos', 'Watch movies, Take photos, Listen to music', 'Watch movies/listen to music', 'Watch movies/listen to music, Communication/meetings, Social media', 'Watch movies/listen to music, Play games', 'Watch movies/listen to music, Play games, Cloud apps', 'Watch movies/listen to music, Play games, Communication/meetings', 'Watch movies/listen to music, Play games, Social media', 'Watch movies/listen to music, Play games, Take photos', 'Watch movies/listen to music, Play games, Take photos/videos', 'Watch movies/listen to music, Social media', 'Watch movies/listen to music, Take photos/videos', 'Watch movies/listen to music, Take photos/videos, Communication/meetings', 'Watch movies/listen to music, Take photos/videos, Social media'}
@ATTRIBUTE Frequent_apps {CapCut, Discord, Facebook, 'Facebook Messenger', 'Facebook, Facebook Messenger, Line', 'Facebook, Facebook Messenger, Spotify', 'Facebook, Facebook Messenger, Spotify, TikTok', 'Facebook, TikTok, Line', 'Facebook, YouTube', 'Facebook, YouTube, Facebook Messenger', 'Facebook, YouTube, Facebook Messenger, Spotify', 'Facebook, YouTube, Facebook Messenger, TikTok', Gmail, 'Google Maps', Instagram, 'Instagram, Facebook Messenger, TikTok', 'Instagram, Facebook, Facebook Messenger, Spotify, TikTok', 'Instagram, Facebook, Facebook Messenger, TikTok', 'Instagram, Facebook, Facebook Messenger, TikTok, LINE', 'Instagram, Facebook, Facebook Messenger, TikTok, Telegram', 'Instagram, Facebook, TikTok', 'Instagram, Facebook, YouTube', 'Instagram, Facebook, YouTube, Facebook Messenger', 'Instagram, Facebook, YouTube, Facebook Messenger, Spotify', 'Instagram, Facebook, YouTube, Facebook Messenger, Spotify, TikTok', 'Instagram, Facebook, YouTube, Facebook Messenger, Spotify, TikTok, Telegram', 'Instagram, Facebook, YouTube, Facebook Messenger, Spotify, WhatsApp, TikTok, Telegram', 'Instagram, Facebook, YouTube, Facebook Messenger, Telegram', 'Instagram, Facebook, YouTube, Facebook Messenger, TikTok', 'Instagram, Facebook, YouTube, Facebook Messenger, TikTok, Line', 'Instagram, Facebook, YouTube, Facebook Messenger, TikTok, Line, X', 'Instagram, Facebook, YouTube, Facebook Messenger, TikTok, Telegram', 'Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, TikTok', 'Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, WhatsApp, TikTok', 'Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, WhatsApp, TikTok, Telegram', 'Instagram, Facebook, YouTube, Spotify, TikTok', 'Instagram, Facebook, YouTube, TikTok', 'Instagram, Spotify, TikTok', 'Instagram, TikTok', 'Instagram, YouTube, Facebook Messenger, Spotify, TikTok', 'Instagram, YouTube, Facebook Messenger, TikTok', 'Instagram, YouTube, Spotify, Telegram', 'Instagram, YouTube, Spotify, TikTok', 'Instagram, YouTube, TikTok', LINE, 'Microsoft Teams', SET, Shopee, Telegram, TikTok, VSCO, WhatsApp, YouTube, 'YouTube, Facebook Messenger, Discord, Wise', 'YouTube, TikTok'}
@ATTRIBUTE Daily_usage_duration {'0-1 hours', '1-3 hours', '3-5 hours', '5-6 hours', '>5 hours'}
@ATTRIBUTE Smartphone_importance {Essential, 'Highly essential', 'Not important', 'Not necessary', 'Somewhat important'}
@ATTRIBUTE Key_factor_online_purchase {Battery, Brand, Camera, Design, Durability, Ecosystem, Features, Performance, Price, 'Product features', 'Product reviews', Reliability, 'Sensor quality', Simplicity, Stability, 'Value for money'}
@ATTRIBUTE Brand_satisfaction NUMERIC
@ATTRIBUTE Purchase_problem {'After-sales service issues', 'Blurry camera', 'Cannot try product before buying', 'Complex payment process', 'Concerns about after-sales service', 'Concerns about payment security', 'Concerns about safety', 'Concerns about warranty', 'Dead pixels on screen', 'Delivery delays', 'Device overheats', 'Difficult return process', 'Difficult to compare prices', 'Insufficient storage', 'Issues with delivery', 'Limited warranty coverage', 'No problems', 'Outdated system', 'Payment issues', 'Payment security concerns', 'Product is too expensive', 'Product quality doesn\'t match ads', 'System crashes frequently', 'Unable to inspect product', 'Uncertainty about after-sales service', 'Uncertainty about warranty', 'Warranty or service concerns'}
@ATTRIBUTE Monthly_income {100001-150000, 15001-20000, 20001-30000, 25001-35000, 30001-40000, 30001-50000, 50001, 50001-100000, 'Less than 15000'}
@ATTRIBUTE Occupation {Artist, 'Business owner', 'Civil servant', 'Content creator', 'Delivery staff', Employee, 'Factory worker', Freelancer, Housewife, Investor, 'Logistics staff', Manager, 'Office worker', 'Online seller', 'Private company employee', Retired, Student}
@ATTRIBUTE Current_brand {Apple, Huawei, Infinix, Oppo, Realme, 'Realme 7 5G', Redmi, Samsung, Vivo, Xiaomi}

@DATA
Female,60+,Student,'Watch movies/listen to music, Play games, Cloud apps','Microsoft Teams','>5 hours','Not important','Value for money',4,'Device overheats','Less than 15000',Retired,Vivo
Male,36-45,Single,'Take photos, Listen to music, Social media','Facebook, Facebook Messenger, Spotify','>5 hours',Essential,Camera,2,'Payment issues',50001,Artist,Samsung
LGBTQ+,60+,Married,'Art photography, Video editing, Upload stories',Facebook,'1-3 hours',Essential,'Sensor quality',4,'Payment security concerns','Less than 15000','Business owner','Realme 7 5G'
Male,26-32,Working,'Communication, Take photos, Social media','Instagram, Facebook, TikTok','5-6 hours','Not important','Product features',5,'Outdated system','Less than 15000','Logistics staff',Redmi
Male,26-35,Single,'Streaming, Take photos/videos, Edit video','Facebook, Facebook Messenger, Spotify, TikTok','>5 hours','Somewhat important',Design,5,'Limited warranty coverage',20001-30000,Artist,Vivo
Female,33-40,Single,'Play games, Take photos/videos','Instagram, Facebook, YouTube, Facebook Messenger, Spotify, WhatsApp, TikTok, Telegram','>5 hours','Highly essential',Camera,1,'Limited warranty coverage','Less than 15000','Online seller',Oppo
Female,60+,Student,'Watch movies, Listen to music, Take photos',Discord,'1-3 hours','Not necessary','Sensor quality',3,'Concerns about after-sales service','Less than 15000',Manager,Huawei
Male,56+,Student,'Watch movies/listen to music, Play games, Cloud apps','Instagram, Facebook, YouTube, Facebook Messenger, TikTok, Line, X','0-1 hours','Not necessary','Product features',4,'Concerns about payment security','Less than 15000',Freelancer,Redmi
Female,60+,Student,'Watch movies/listen to music, Take photos/videos','Instagram, Facebook, YouTube, Facebook Messenger, TikTok, Line','5-6 hours','Not necessary',Battery,5,'Concerns about payment security',15001-20000,'Factory worker',Xiaomi
Female,36-45,Working,'Streaming, Take photos/videos, Edit video',WhatsApp,'1-3 hours',Essential,Performance,1,'Device overheats','Less than 15000',Housewife,Realme
Male,46-55,Working,'Cloud apps, Communication/meetings, Social media',YouTube,'1-3 hours','Somewhat important',Features,5,'Dead pixels on screen','Less than 15000',Investor,Samsung
Male,26-35,Married,'Take photos, Listen to music, Social media','Instagram, Facebook, YouTube','5-6 hours','Somewhat important',Camera,2,'Complex payment process','Less than 15000',Artist,Vivo
Female,36-45,Student,'/, Email, Finance',Instagram,'5-6 hours','Highly essential',Ecosystem,1,'Cannot try product before buying','Less than 15000',Artist,Redmi
LGBTQ+,18-25,Working,'Social media, Take photos/videos, Watch movies/Listen to music','Instagram, Facebook, YouTube, Facebook Messenger, TikTok','1-3 hours',Essential,'Value for money',3,'Uncertainty about warranty',20001-30000,Employee,Vivo
LGBTQ+,56+,Working,'Watch movies/listen to music, Play games, Communication/meetings','Instagram, Facebook, YouTube, Facebook Messenger, Spotify','0-1 hours','Not important',Camera,3,'Product is too expensive','Less than 15000',Investor,Huawei
LGBTQ+,36-45,Married,'Watch movies/listen to music, Take photos/videos, Social media','YouTube, TikTok','0-1 hours','Not important',Brand,5,'Device overheats','Less than 15000',Investor,Redmi
Female,26-35,Single,'Watch movies, Take photos, Listen to music',Facebook,'1-3 hours',Essential,'Product features',2,'Uncertainty about warranty',15001-20000,'Office worker',Xiaomi
Male,60+,Married,'Communication, Take photos, Social media','Instagram, Spotify, TikTok','>5 hours',Essential,Camera,2,'Difficult return process',30001-50000,Investor,Oppo
Male,36-45,Student,'Product photography, Edit reviews, Online marketplace','Microsoft Teams','5-6 hours',Essential,Battery,5,'Insufficient storage','Less than 15000','Online seller',Realme
Female,18-25,Student,'Play games, Take photos/videos, Cloud apps','Instagram, Facebook, YouTube, Facebook Messenger, Spotify','0-1 hours','Not necessary',Camera,2,'Payment security concerns','Less than 15000','Online seller',Huawei
LGBTQ+,46-55,Married,'Take photos, Listen to music, Social media','Instagram, Facebook, YouTube','3-5 hours','Somewhat important','Product features',3,'Unable to inspect product','Less than 15000',Student,Realme
Male,26-35,Single,'Social media, Take photos/videos, Watch movies/Listen to music','Instagram, Facebook, YouTube, Facebook Messenger, TikTok','>5 hours','Highly essential','Product reviews',1,'Insufficient storage','Less than 15000',Manager,Apple
Female,26-35,Married,'Watch movies/listen to music, Social media',VSCO,'1-3 hours','Not necessary',Price,3,'Difficult return process',30001-50000,'Factory worker',Oppo
Male,26-32,Working,'Communication, Take photos, Social media','Instagram, Facebook, TikTok','5-6 hours','Not important','Product features',5,'Outdated system','Less than 15000','Logistics staff',Redmi
Female,60+,Married,'/, Email, Finance','Instagram, Facebook, YouTube','5-6 hours','Not important',Price,2,'Device overheats',20001-30000,Student,Huawei
Male,46-55,Single,'Play games, Take photos/videos, Cloud apps',Gmail,'1-3 hours','Not necessary','Product reviews',5,'Device overheats',15001-20000,Manager,Apple
Female,18-25,Student,'/, Email, Finance','Instagram, YouTube, Spotify, TikTok','>5 hours',Essential,Price,1,'Uncertainty about after-sales service',50001,'Business owner',Apple
LGBTQ+,36-45,Married,'Watch movies/listen to music, Take photos/videos, Social media','YouTube, TikTok','0-1 hours','Not important',Brand,5,'Device overheats','Less than 15000',Investor,Redmi
Female,60+,Working,'Watch movies/listen to music, Communication/meetings, Social media','Instagram, Facebook, YouTube, Facebook Messenger, TikTok, Line, X','1-3 hours',Essential,Stability,4,'Concerns about warranty',20001-30000,'Delivery staff',Vivo
Female,36-45,Single,'Play games','Facebook, YouTube','>5 hours','Not important',Stability,1,'Complex payment process',15001-20000,Manager,Xiaomi
Female,36-45,Married,'Track delivery, Customer chat, Email',Shopee,'1-3 hours',Essential,Stability,3,'System crashes frequently',15001-20000,'Logistics staff',Oppo
Male,46-55,Single,'Chat with family, Read e-books, Listen to radio','Facebook, YouTube','1-3 hours','Somewhat important',Battery,4,'After-sales service issues',15001-20000,Investor,Xiaomi
Male,33-40,Married,'Watch movies/listen to music, Play games','Instagram, Facebook Messenger, TikTok','0-1 hours',Essential,Battery,3,'Payment issues','Less than 15000','Logistics staff',Apple
Male,36-45,Single,'Play games','Instagram, YouTube, Facebook Messenger, TikTok','1-3 hours',Essential,Reliability,3,'Outdated system','Less than 15000','Logistics staff',Apple
LGBTQ+,26-35,Single,'/, Email, Finance','Instagram, YouTube, Spotify, Telegram','5-6 hours','Not important',Stability,4,'Delivery delays','Less than 15000','Office worker',Vivo
LGBTQ+,36-45,Student,'Watch movies/listen to music, Take photos/videos, Communication/meetings','Instagram, YouTube, Facebook Messenger, Spotify, TikTok','5-6 hours','Highly essential',Performance,1,'Product is too expensive','Less than 15000','Content creator',Huawei
LGBTQ+,46-55,Single,'Communication, Take photos, Social media','Facebook, Facebook Messenger, Spotify','>5 hours','Not necessary',Ecosystem,3,'Payment issues',20001-30000,'Business owner',Huawei
Female,18-25,Married,'Email, , Finance','Instagram, Facebook, YouTube, Facebook Messenger, Spotify','1-3 hours','Not necessary',Price,3,'No problems','Less than 15000','Online seller',Infinix
Female,36-45,Student,'Play esports, Stream games, Community chat','Instagram, YouTube, Spotify, TikTok','>5 hours',Essential,Durability,5,'No problems',30001-50000,Retired,Samsung
Male,36-45,Student,'Cloud apps, Communication/meetings, Social media','Facebook, Facebook Messenger, Line','>5 hours','Not necessary',Performance,3,'Blurry camera','Less than 15000',Manager,Apple
Male,56+,Working,'Play games, Take photos/videos, Cloud apps','Facebook, YouTube','1-3 hours','Highly essential',Design,2,'Complex payment process','Less than 15000',Student,Xiaomi
Male,26-32,Single,'Watch movies/listen to music, Play games, Cloud apps',VSCO,'1-3 hours','Not important','Value for money',3,'Insufficient storage',15001-20000,Artist,Xiaomi
Male,60+,Single,'/, Email, Finance','Facebook, YouTube, Facebook Messenger','5-6 hours','Not important',Reliability,2,'Insufficient storage','Less than 15000','Office worker',Realme
LGBTQ+,56+,Student,'Chat with family, Read e-books, Listen to radio','Facebook, YouTube, Facebook Messenger, Spotify','5-6 hours','Not necessary','Sensor quality',3,'Dead pixels on screen','Less than 15000','Private company employee',Samsung
Female,46-55,Single,'Watch movies, Take photos, Listen to music','Instagram, YouTube, Facebook Messenger, Spotify, TikTok','0-1 hours','Somewhat important',Reliability,4,'Limited warranty coverage','Less than 15000','Private company employee','Realme 7 5G'
Male,26-32,Working,'Communication, Take photos, Social media','Instagram, Facebook, TikTok','5-6 hours','Not important','Product features',5,'Outdated system','Less than 15000','Logistics staff',Redmi
Female,18-25,Working,'Watch movies/listen to music, Play games, Social media',LINE,'3-5 hours','Highly essential',Battery,5,'Limited warranty coverage','Less than 15000','Online seller',Apple
Female,56+,Single,'Watch movies/listen to music, Communication/meetings, Social media',Shopee,'1-3 hours','Highly essential',Ecosystem,5,'Product is too expensive','Less than 15000','Delivery staff',Infinix
Female,56+,Single,'Take photos, Listen to music, Social media','Instagram, Facebook, YouTube','5-6 hours','Somewhat important',Brand,5,'Insufficient storage',15001-20000,'Delivery staff',Oppo
Female,26-32,Working,'Watch movies/listen to music, Play games','Instagram, Facebook, YouTube, Facebook Messenger, Telegram','3-5 hours',Essential,Design,2,'Dead pixels on screen','Less than 15000',Freelancer,Oppo
LGBTQ+,56+,Working,'Watch movies, Listen to music, Take photos','Instagram, Facebook, YouTube, Facebook Messenger, TikTok, Line, X','3-5 hours','Not important',Simplicity,1,'Concerns about warranty','Less than 15000',Artist,Samsung
Female,33-40,Working,'Play games, Take photos/videos, Cloud apps','Instagram, Facebook, Facebook Messenger, TikTok','1-3 hours','Highly essential',Reliability,4,'Warranty or service concerns','Less than 15000',Investor,Apple
Male,26-35,Student,'Streaming, Take photos/videos, Edit video',WhatsApp,'3-5 hours',Essential,Camera,2,'After-sales service issues',20001-30000,'Business owner',Huawei
Male,46-55,Married,'Read news, Check stocks, Finance',LINE,'0-1 hours','Not important',Camera,1,'Device overheats','Less than 15000','Online seller',Huawei
LGBTQ+,33-40,Single,'Online shopping, Track delivery, Customer chat','Instagram, Facebook, YouTube, Facebook Messenger, Spotify','0-1 hours','Not necessary',Battery,4,'Dead pixels on screen','Less than 15000','Delivery staff',Redmi
Male,18-25,Working,'Play games','Facebook, TikTok, Line','5-6 hours',Essential,Stability,2,'Concerns about warranty',15001-20000,'Logistics staff',Oppo
Male,26-35,Student,'Streaming, Take photos/videos, Edit video',WhatsApp,'3-5 hours',Essential,Camera,2,'After-sales service issues',20001-30000,'Business owner',Huawei
LGBTQ+,56+,Single,'Email, , Finance','YouTube, TikTok','0-1 hours','Somewhat important','Product features',2,'Issues with delivery','Less than 15000',Manager,Infinix
LGBTQ+,36-45,Student,'Watch movies/listen to music, Play games, Take photos/videos','Instagram, Facebook, YouTube, Facebook Messenger, TikTok, Telegram','5-6 hours','Not necessary',Reliability,2,'Product quality doesn\'t match ads','Less than 15000','Office worker',Redmi
LGBTQ+,26-32,Married,'Read news, Check stocks, Finance','YouTube, TikTok','5-6 hours','Not important',Durability,1,'Difficult return process','Less than 15000','Logistics staff',Realme
Male,26-32,Single,'Take photos/videos, Communication/meetings, Social media','Instagram, YouTube, Facebook Messenger, TikTok','1-3 hours','Somewhat important',Brand,5,'Difficult to compare prices','Less than 15000',Investor,Huawei
LGBTQ+,18-25,Student,'Watch movies/listen to music, Take photos/videos',Shopee,'3-5 hours','Somewhat important',Price,1,'Product is too expensive','Less than 15000','Private company employee',Redmi
Female,26-32,Married,'Take photos/videos, Watch movies/Listen to music, Online shopping',Shopee,'5-6 hours','Not important','Sensor quality',4,'Difficult to compare prices',20001-30000,'Business owner',Realme
Male,36-45,Single,'Play games, Take photos/videos, Cloud apps','Instagram, Facebook, YouTube, TikTok','1-3 hours','Somewhat important','Product features',4,'Device overheats',100001-150000,'Online seller',Oppo
LGBTQ+,56+,Single,'Email, , Finance','YouTube, TikTok','0-1 hours','Somewhat important','Product features',2,'Issues with delivery','Less than 15000',Manager,Infinix
LGBTQ+,33-40,Single,'Online shopping, Track delivery, Customer chat','Instagram, Facebook, YouTube, Facebook Messenger, Spotify','0-1 hours','Not necessary',Battery,4,'Dead pixels on screen','Less than 15000','Delivery staff',Redmi
Female,60+,Married,'Social media, Take photos/videos, Watch movies/Listen to music','Facebook, TikTok, Line','>5 hours','Somewhat important',Brand,1,'Payment issues','Less than 15000',Retired,Apple
Male,26-35,Married,'Play games, Take photos/videos','Instagram, YouTube, Facebook Messenger, Spotify, TikTok','>5 hours','Not necessary',Simplicity,1,'Cannot try product before buying',20001-30000,Retired,Huawei
Female,26-32,Working,'TikTok, Livestream, Search information',VSCO,'0-1 hours',Essential,Price,4,'Warranty or service concerns',15001-20000,Retired,Oppo
Male,26-32,Working,'Communication, Take photos, Social media','Instagram, Facebook, TikTok','5-6 hours','Not important','Product features',5,'Outdated system','Less than 15000','Logistics staff',Redmi
Female,26-35,Married,'Play games, Take photos/videos, Social media','Instagram, Facebook, YouTube, Facebook Messenger, Spotify, WhatsApp, TikTok, Telegram','5-6 hours','Somewhat important',Brand,5,'Product is too expensive',25001-35000,'Logistics staff',Xiaomi
Female,18-25,Student,'Social media, Take photos/videos, Watch movies/Listen to music',Instagram,'>5 hours',Essential,Design,5,'Concerns about payment security','Less than 15000',Student,Vivo
Male,46-55,Married,'Email, , Finance',Facebook,'3-5 hours','Somewhat important',Brand,3,'Concerns about safety','Less than 15000','Online seller',Infinix
Female,18-25,Married,'Email, , Finance','Instagram, Facebook, YouTube, Facebook Messenger, Spotify','1-3 hours','Not necessary',Price,3,'No problems','Less than 15000','Online seller',Infinix
Male,56+,Working,'Take photos/videos, Communication/meetings, Social media','Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, TikTok','>5 hours','Highly essential',Camera,5,'Uncertainty about after-sales service','Less than 15000',Retired,Huawei
Female,36-45,Student,'/, Email, Finance',Instagram,'5-6 hours','Highly essential',Ecosystem,1,'Cannot try product before buying','Less than 15000',Artist,Redmi
Male,26-35,Student,'Chat with family, Read e-books, Listen to radio','YouTube, TikTok','>5 hours','Somewhat important',Brand,4,'Payment issues','Less than 15000','Delivery staff',Apple
Male,26-32,Married,'Watch movies/listen to music, Take photos/videos','Facebook, YouTube, Facebook Messenger, Spotify','1-3 hours','Highly essential',Design,2,'Product is too expensive','Less than 15000',Manager,Samsung
Male,56+,Married,'Track delivery, Customer chat, Email','Instagram, Facebook Messenger, TikTok','0-1 hours','Not important',Durability,2,'Limited warranty coverage','Less than 15000','Civil servant','Realme 7 5G'
Male,18-25,Single,'TikTok, Livestream, Search information','Instagram, Facebook, YouTube, Facebook Messenger, Telegram','3-5 hours','Not necessary',Simplicity,4,'Complex payment process',15001-20000,Employee,Xiaomi
Female,26-35,Married,'Online meetings, Schedule management, Email','Facebook Messenger','3-5 hours',Essential,Ecosystem,2,'Warranty or service concerns',30001-50000,Manager,Samsung
Female,46-55,Working,'Streaming, Take photos/videos, Edit video','Facebook, YouTube','>5 hours','Somewhat important','Product reviews',5,'Product is too expensive',15001-20000,Student,Oppo
Male,26-32,Single,'Watch movies/listen to music, Take photos/videos, Social media',Instagram,'3-5 hours','Somewhat important',Ecosystem,5,'Concerns about safety',50001-100000,Manager,Apple
Female,18-25,Single,'Play games, Take photos/videos, Cloud apps',CapCut,'1-3 hours','Somewhat important','Product features',1,'Uncertainty about warranty',50001-100000,'Business owner',Samsung
Male,26-35,Student,'Watch movies/listen to music, Play games','Instagram, YouTube, TikTok','0-1 hours','Somewhat important','Value for money',1,'Insufficient storage','Less than 15000',Freelancer,Samsung
Male,26-35,Married,'Watch movies/listen to music, Take photos/videos','Instagram, Spotify, TikTok','>5 hours','Not important','Product reviews',2,'Uncertainty about after-sales service','Less than 15000','Office worker',Samsung
Female,56+,Married,'Play esports, Stream games, Community chat','Instagram, YouTube, Spotify, TikTok','0-1 hours',Essential,Features,5,'Uncertainty about warranty',15001-20000,'Office worker',Xiaomi
Female,33-40,Single,'Watch movies, Take photos, Listen to music','YouTube, Facebook Messenger, Discord, Wise','>5 hours',Essential,Brand,3,'Uncertainty about after-sales service','Less than 15000',Employee,'Realme 7 5G'
LGBTQ+,56+,Married,'GPS navigation, Check car condition, Listen to podcasts','Instagram, Facebook, Facebook Messenger, TikTok','>5 hours','Not important',Stability,2,'Product quality doesn\'t match ads','Less than 15000','Office worker','Realme 7 5G'
Male,56+,Married,'/, Email, Finance',VSCO,'3-5 hours','Somewhat important',Simplicity,5,'Blurry camera','Less than 15000',Retired,Redmi
Male,46-55,Student,'Watch movies/listen to music, Social media','Instagram, YouTube, TikTok','>5 hours','Highly essential',Features,2,'Concerns about safety','Less than 15000',Freelancer,Infinix
LGBTQ+,18-25,Married,'TikTok, Livestream, Search information',Discord,'5-6 hours','Not important','Sensor quality',2,'Payment issues','Less than 15000','Factory worker',Vivo
Female,46-55,Married,'/, Email, Finance',YouTube,'1-3 hours','Not important',Price,3,'Outdated system',20001-30000,Artist,Vivo
Male,36-45,Working,'Play esports, Stream games, Community chat','Instagram, Facebook, YouTube, Spotify, TikTok','3-5 hours','Not necessary','Sensor quality',3,'Uncertainty about after-sales service','Less than 15000','Delivery staff',Realme
LGBTQ+,18-25,Single,'Play games, Streaming, Take photos/videos','Instagram, Facebook, YouTube, TikTok','0-1 hours','Not necessary','Product reviews',3,'Concerns about after-sales service',20001-30000,Retired,Realme
Male,26-32,Working,'Product photography, Edit reviews, Online marketplace',Discord,'3-5 hours','Not necessary',Performance,4,'Product quality doesn\'t match ads','Less than 15000','Civil servant',Oppo
Female,26-35,Working,'Play games, Take photos/videos, Social media',Facebook,'0-1 hours','Not important','Sensor quality',5,'Cannot try product before buying','Less than 15000','Private company employee',Vivo
Male,36-45,Working,'Watch movies/listen to music, Play games',Instagram,'0-1 hours',Essential,Features,4,'Issues with delivery',15001-20000,'Factory worker',Oppo
LGBTQ+,56+,Student,'Email, , Finance','Instagram, Facebook, YouTube, Facebook Messenger, Spotify','>5 hours','Not necessary',Camera,3,'Complex payment process',15001-20000,'Delivery staff',Xiaomi
LGBTQ+,46-55,Working,'Watch movies/listen to music','Instagram, Facebook, TikTok','5-6 hours',Essential,Price,1,'Payment security concerns',15001-20000,Artist,Apple
Female,36-45,Working,'Product photography, Edit reviews, Online marketplace',Facebook,'5-6 hours','Highly essential',Performance,5,'Insufficient storage','Less than 15000',Investor,Realme
Male,36-45,Working,'Watch movies/listen to music, Play games, Take photos',SET,'1-3 hours','Highly essential',Stability,2,'Payment issues',25001-35000,'Online seller',Xiaomi
Female,18-25,Single,'Play games, Streaming, Social media','Instagram, Facebook, YouTube, Facebook Messenger, Telegram','0-1 hours','Somewhat important',Design,2,'Product is too expensive',50001-100000,'Office worker',Apple
Male,26-35,Working,'Watch movies/listen to music, Play games, Take photos/videos','Instagram, Facebook, YouTube, TikTok','5-6 hours','Highly essential',Design,1,'Difficult return process','Less than 15000',Investor,Apple
Female,26-35,Working,'Take photos, Listen to music, Social media','Instagram, Facebook, Facebook Messenger, TikTok','3-5 hours','Somewhat important','Product reviews',3,'Payment issues','Less than 15000','Online seller',Apple
Female,60+,Student,'Watch movies, Take photos, Listen to music','Instagram, Facebook, Facebook Messenger, TikTok','1-3 hours',Essential,Durability,4,'No problems','Less than 15000','Factory worker',Realme
Female,18-25,Married,'Watch movies/listen to music, Play games, Cloud apps','Instagram, Facebook, TikTok','3-5 hours','Not necessary','Sensor quality',2,'Payment issues','Less than 15000','Logistics staff','Realme 7 5G'
Female,18-25,Student,'Play games, Streaming, Take photos/videos','Instagram, Facebook, YouTube, Facebook Messenger, TikTok, Line, X','5-6 hours','Not important',Price,5,'Complex payment process','Less than 15000',Manager,Apple
LGBTQ+,33-40,Single,'Watch movies/listen to music, Play games, Cloud apps',Gmail,'1-3 hours','Not necessary',Design,5,'System crashes frequently',20001-30000,'Private company employee',Vivo
Male,26-32,Married,'/, Email, Finance','Facebook, YouTube, Facebook Messenger, TikTok','3-5 hours',Essential,'Value for money',2,'Issues with delivery','Less than 15000',Housewife,Apple
Female,33-40,Working,'Read news, Check stocks, Finance','Instagram, YouTube, Facebook Messenger, Spotify, TikTok','3-5 hours','Not important',Battery,2,'Device overheats','Less than 15000',Retired,Redmi
LGBTQ+,56+,Student,'TikTok, Livestream, Search information','Instagram, Facebook, YouTube, Facebook Messenger, Spotify','1-3 hours','Not important',Reliability,3,'Limited warranty coverage','Less than 15000',Retired,Infinix
Female,60+,Married,'Cloud apps, Communication/meetings, Social media','Microsoft Teams','>5 hours','Not necessary','Value for money',2,'After-sales service issues','Less than 15000',Freelancer,Xiaomi
Male,56+,Married,'/, Email, Finance',VSCO,'3-5 hours','Somewhat important',Simplicity,5,'Blurry camera','Less than 15000',Retired,Redmi
Female,56+,Working,'Take photos/videos, Watch movies/Listen to music, Online shopping','Instagram, Facebook, YouTube, Spotify, TikTok','5-6 hours','Not important','Sensor quality',4,'Concerns about safety',30001-50000,'Content creator',Oppo
LGBTQ+,33-40,Single,'Play games, Take photos/videos',Instagram,'>5 hours','Highly essential','Product reviews',2,'Payment security concerns','Less than 15000',Manager,Samsung
Female,18-25,Single,'Watch movies/listen to music, Social media',LINE,'0-1 hours','Not necessary','Product features',3,'Uncertainty about after-sales service','Less than 15000',Investor,'Realme 7 5G'
LGBTQ+,56+,Student,'Play games, Take photos/videos, Cloud apps','Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, TikTok','0-1 hours','Somewhat important',Performance,1,'Uncertainty about warranty',15001-20000,Retired,Apple
LGBTQ+,26-32,Single,'Communication, Take photos, Social media','Google Maps','1-3 hours',Essential,Simplicity,1,'Blurry camera','Less than 15000','Civil servant','Realme 7 5G'
LGBTQ+,36-45,Married,'Watch movies/listen to music, Play games, Social media',Shopee,'>5 hours','Not necessary',Performance,4,'Payment security concerns',15001-20000,Artist,Vivo
LGBTQ+,60+,Student,'Watch movies, Take photos, Listen to music','Instagram, Facebook, YouTube, Snapchat, Facebook Messenger, Spotify, WhatsApp, TikTok, Telegram','0-1 hours',Essential,'Product reviews',2,'Product quality doesn\'t match ads',50001-100000,'Content creator',Oppo
